-5.217229057750294441e-01;8.912595185053756586e-01;3.472126306929761430e+00
3.232820391352638212e-01;4.437743109184041357e-01;4.348919764751125960e+00
-3.081403662613632632e-01;8.903717620431258473e-01;3.433800585423975704e+00
3.705253916971813499e-01;-3.712703213594277241e-01;4.653041299506676332e+00
-2.559370054456286403e-01;3.365482596543673544e-01;4.447456275300500472e+00
-8.472408615717570424e-01;8.920729299566676485e-01;3.527314572725957831e+00
1.500720038351986529e+00;-1.943051239325514212e-01;4.609673605920738382e+00
1.794950770733678036e+00;-1.428459567818022080e+00;4.625446414715292498e+00
1.620783721590089099e+00;-1.066527500935533057e+00;4.625443650525769890e+00
1.260483770341080056e+00;-1.179848151366500453e+00;4.701639011387343636e+00
3.232422537967171161e-01;4.438065224536664188e-01;4.348885048508275730e+00
1.260814412039471089e+00;-1.179942535545922766e+00;4.702205504279609372e+00
-2.916665598688291672e-01;3.289081821374055248e-01;4.454378196585452976e+00
1.417795284349669949e+00;-1.070568511393778399e+00;4.672977617722017918e+00
-1.796178651965653073e-01;7.076134861314654634e-01;3.441747866947006074e+00
1.702686508274947164e+00;8.307557463621498828e-01;4.508123967922045061e+00
-8.472363513902223531e-01;8.920910557048774558e-01;3.527327939970530402e+00
-5.211258506817104674e-01;8.905412809845434374e-01;3.470009507327461495e+00
-2.205438266494081367e-01;5.497016856243170935e-01;4.368692719867551588e+00
6.335907799576815380e-01;4.320074079968976299e-01;4.289781103076514945e+00
1.726359089008215220e+00;2.457192765569910509e-01;4.551294810308326610e+00
1.485460848130984779e+00;5.478080503125316580e-01;4.568755489022023220e+00
1.154060984484130303e+00;-5.442858213845720439e-01;4.686359297498942311e+00
5.501439057504239338e-01;3.407113697670601793e-01;4.316759168360975174e+00
3.931577434464561538e-01;3.588282504032340170e-01;4.335692112560452394e+00
1.599200430833716435e+00;-1.456362461560587018e+00;4.651094259642472473e+00
8.379609770052838247e-01;1.275224342788007226e-01;4.442625059860905168e+00
1.580244440905778314e+00;2.224688420823474344e-01;4.559091152220116960e+00
4.530737360673279257e-01;3.717239597531662998e-01;4.327238568722365564e+00
6.931482740218656291e-01;4.349507987164373257e-01;4.284471921454372279e+00
-1.512698549179182783e-01;3.634796875135209993e-01;4.438580088177223715e+00
6.104885035454962194e-01;4.301744313953850818e-01;4.294038875741488681e+00
2.330860734610502860e-01;4.320778042824217624e-01;4.361490221358094388e+00
7.614065422975637709e-01;-1.317519455913727544e+00;4.794368784669559069e+00
-1.774511075768493429e-01;7.450002729907827526e-01;3.437520429953959678e+00
1.817171861977242564e+00;8.880481675493252514e-01;4.484819848601276249e+00
1.777901549435862982e+00;4.384441093068072552e-03;4.541830511179878016e+00
9.751621679257693742e-01;-5.443360735595155209e-01;4.715607226984462663e+00
-1.200522566302890219e-02;-1.223662167915813503e+00;4.561220076431447445e+00
1.213909623686990402e+00;-1.095750313102480167e+00;4.703293398757048216e+00
5.799010901148108355e-01;-6.499763207787717656e-02;4.599267610384312199e+00
-5.185663561814868316e-01;5.531756554365500067e-01;4.431420948328328002e+00
6.415259928539372991e-01;4.452703814000303906e-01;4.288446173687461282e+00
1.516017908278878057e+00;5.337594205774220946e-01;4.560970491609164235e+00
1.882749168580193810e+00;8.909113889486715010e-01;4.476874592639715544e+00
-9.827159645649112540e-02;3.446923443884022942e-01;4.425056767000427271e+00
1.709181840127738106e+00;-1.609513829472606350e+00;4.644805099653137148e+00
1.488367702616388843e+00;6.952452022607727988e-01;4.561638094369043550e+00
-2.161362231565435998e-01;7.080339035470221143e-01;3.446300370706062655e+00
1.376653686108789021e+00;-1.428000468630373110e+00;4.702284843813609783e+00
1.228724732846378620e+00;9.506367399126647300e-02;4.641304044622355462e+00
8.107713954778634768e-01;3.703415447812258843e-01;4.266205371380812572e+00
1.335821583361685772e+00;1.645100870798892889e-01;4.611592571100237237e+00
